...1,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_LATITUDE,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS
3103,2002_AZ-PHD-136_PEAK COMPLEX,AZ-PHD-136,PEAK COMPLEX,WF,758,L,TRUE,2002-07-13T10:00:00Z,194,2002-07-19 20:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,Mohave,35.166667,-113.916667,5 miles SE of Kingman  AZ,AZ,1050530,2002,NA,0,0,0,0,0,0,NA,NA,2002-07-18T16:30:00Z,NA,4,NA,304,4,300,10,671,3,2002-07-15T19:30:00Z,196,256,2002-07-17T18:00:00Z,198,2002-07-14T14:00:00Z,195,379,2002-07-14T14:00:00Z,195,1,"[nan, nan, nan, nan]",NA,NA,0,"[314263, 1301234]",2,NA,194,205,['Natural'],758.1,"[{'ID': 314263, 'COORDS': (35.1167, -113.8674), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 194, 'CONT': 205.0}, {'ID': 1301234, 'COORDS': (35.166667, -113.91666699999999), 'CAUSE': 'Natural', 'SIZE': 758.0, 'DISC': 194, 'CONT': 'unknown'}]","[(35.1167, -113.8674) (35.166667, -113.91666699999999)]",1,2,0,1301234,35.166667,-113.916667,NA,"(35.166667, -113.91666699999999)"
3152,2002_CA-ANF-3518_WILLIAMS/CURVE COMPLEX,CA-ANF-3518,WILLIAMS/CURVE COMPLEX,WF,38094,U,TRUE,2002-09-22T16:57:00Z,265,NA,0,NA,NA,NA,0,NA,NA,NA,NA,LOS ANGELES,34.218889000000004,-117.768333,North along the suburbs of Azusa to Upland and north Camp Williams,CA,16400900,2002,NA,0,0,0,77,0,62,NA,NA,2002-10-15T06:00:00Z,NA,33,NA,15050,50,10000,560,42614,38,2002-09-28T18:00:00Z,271,3377,2002-09-26T06:00:00Z,269,2002-09-29T18:00:00Z,272,14995,2002-09-24T18:00:00Z,267,7,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,[156160],1,['CA3419511777720020922-WILLIAMS'],265,283,['Arson/incendiarism'],37240,"[{'ID': 156160, 'MTBS_ID': 'CA3419511777720020922(WILLIAMS)', 'COORDS': (34.23027778, -117.7875), 'CAUSE': 'Arson/incendiarism', 'SIZE': 37240.0, 'DISC': 265, 'CONT': 283.0}]","[(34.23027778, -117.7875)]",1,1,1,156160,34.23027778,-117.7875,CA3419511777720020922(WILLIAMS),"(34.23027778, -117.7875)"
3208,2002_CA-INF-000726_INYO COMPLEX,CA-INF-000726,INYO COMPLEX,WF,6550,L,TRUE,2002-07-11T17:00:00Z,192,2002-07-16 18:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,Inyo,37.166667,-118.383333,Inyo National Forest  Big Pine  Bishop,CA,3000000,2002,NA,0,0,0,0,0,0,NA,NA,2002-07-28T15:00:00Z,NA,10,NA,45,4,21,68,5720,14,2002-07-13T18:00:00Z,194,945,2002-07-15T06:00:00Z,196,2002-07-14T18:00:00Z,195,2370,2002-07-13T18:00:00Z,194,3,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,[152684],1,['CA3710411837420020711-INYO COMPLEX (FULLER)'],192,197,['Natural'],6400,"[{'ID': 152684, 'MTBS_ID': 'CA3710411837420020711(INYO COMPLEX (FULLER))', 'COORDS': (37.05805556, -118.36861110000001), 'CAUSE': 'Natural', 'SIZE': 6400.0, 'DISC': 192, 'CONT': 197.0}]","[(37.05805556, -118.36861110000001)]",1,1,1,152684,37.05805556,-118.3686111,CA3710411837420020711(INYO COMPLEX (FULLER)),"(37.05805556, -118.36861110000001)"
3255,2002_CA-MDF-000388_MULDOON COMPLEX,CA-MDF-000388,MULDOON COMPLEX,WF,117,L,TRUE,2002-07-12T00:00:00Z,193,2002-07-18 18:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,Modoc,41.98388900000001,-120.66805600000001,24 mi N/O Alturis  CA,CA,1600000,2002,NA,0,0,0,0,0,0,NA,NA,2002-07-21T00:00:00Z,NA,11,NA,15,NA,5,26,4146,3,2002-07-15T18:00:00Z,196,534,2002-07-16T06:00:00Z,197,2002-07-15T18:00:00Z,196,50,2002-07-14T18:00:00Z,195,3,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[151570, 151577, 151578, 151579, 151580, 151581, 151582, 151593, 151594, 151595, 151596, 151597, 151598, 151600, 151601, 151602, 151603, 151604, 151605, 151606, 151618, 152044, 1273520]",23,NA,193,210,['Natural'],95.19999999999996,"[{'ID': 151570, 'COORDS': (41.76972222, -120.3047222), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 196, 'CONT': 196.0}, {'ID': 151577, 'COORDS': (41.68277778, -120.2722222), 'CAUSE': 'Natural', 'SIZE': 0.2, 'DISC': 197, 'CONT': 200.0}, {'ID': 151578, 'COORDS': (41.8875, -120.55833329999999), 'CAUSE': 'Natural', 'SIZE': 1.5, 'DISC': 194, 'CONT': 195.0}, {'ID': 151579, 'COORDS': (41.87305556, -120.6738889), 'CAUSE': 'Natural', 'SIZE': 2.5, 'DISC': 193, 'CONT': 194.0}, {'ID': 151580, 'COORDS': (41.89972222, -120.51777779999999), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 194, 'CONT': 200.0}, {'ID': 151581, 'COORDS': (41.8875, -120.7127778), 'CAUSE': 'Natural', 'SIZE': 3.0, 'DISC': 194, 'CONT': 194.0}, {'ID': 151582, 'COORDS': (41.87305556, -120.65472220000001), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 193, 'CONT': 194.0}, {'ID': 151593, 'COORDS': (41.82944444, -120.7127778), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 194, 'CONT': 199.0}, {'ID': 151594, 'COORDS': (41.96027778, -120.65472220000001), 'CAUSE': 'Natural', 'SIZE': 40.0, 'DISC': 193, 'CONT': 210.0}, {'ID': 151595, 'COORDS': (41.51888889, -120.225), 'CAUSE': 'Natural', 'SIZE': 25.0, 'DISC': 193, 'CONT': 195.0}, {'ID': 151596, 'COORDS': (41.97472222, -120.69333329999999), 'CAUSE': 'Natural', 'SIZE': 0.5, 'DISC': 195, 'CONT': 195.0}, {'ID': 151597, 'COORDS': (41.97472222, -120.6738889), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 194, 'CONT': 194.0}, {'ID': 151598, 'COORDS': (41.39222222, -120.2638889), 'CAUSE': 'Natural', 'SIZE': 0.2, 'DISC': 194, 'CONT': 198.0}, {'ID': 151600, 'COORDS': (41.91638889, -120.5388889), 'CAUSE': 'Natural', 'SIZE': 0.3, 'DISC': 193, 'CONT': 195.0}, {'ID': 151601, 'COORDS': (41.90194444, -120.5388889), 'CAUSE': 'Natural', 'SIZE': 0.5, 'DISC': 194, 'CONT': 194.0}, {'ID': 151602, 'COORDS': (41.94555556, -120.5197222), 'CAUSE': 'Natural', 'SIZE': 15.0, 'DISC': 194, 'CONT': 195.0}, {'ID': 151603, 'COORDS': (41.24666667, -120.13972220000001), 'CAUSE': 'Natural', 'SIZE': 1.5, 'DISC': 194, 'CONT': 195.0}, {'ID': 151604, 'COORDS': (41.52666667, -120.2625), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 194, 'CONT': 195.0}, {'ID': 151605, 'COORDS': (41.42138889, -120.2588889), 'CAUSE': 'Natural', 'SIZE': 0.3, 'DISC': 194, 'CONT': 197.0}, {'ID': 151606, 'COORDS': (41.90138889, -120.54111110000001), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 195, 'CONT': 197.0}, {'ID': 151618, 'COORDS': (41.93111111, -121.02166670000001), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 194, 'CONT': 194.0}, {'ID': 152044, 'COORDS': (41.84388889, -120.5197222), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 194, 'CONT': 200.0}, {'ID': 1273520, 'COORDS': (41.85861111, -120.69333329999999), 'CAUSE': 'Natural', 'SIZE': 2.0, 'DISC': 193, 'CONT': 193.0}]","[(41.76972222, -120.3047222) (41.68277778, -120.2722222)
 (41.8875, -120.55833329999999) (41.87305556, -120.6738889)
 (41.89972222, -120.51777779999999) (41.8875, -120.7127778)
 (41.87305556, -120.65472220000001) (41.82944444, -120.7127778)
 (41.96027778, -120.65472220000001) (41.51888889, -120.225)
 (41.97472222, -120.69333329999999) (41.97472222, -120.6738889)
 (41.39222222, -120.2638889) (41.91638889, -120.5388889)
 (41.90194444, -120.5388889) (41.94555556, -120.5197222)
 (41.24666667, -120.13972220000001) (41.52666667, -120.2625)
 (41.42138889, -120.2588889) (41.90138889, -120.54111110000001)
 (41.93111111, -121.02166670000001) (41.84388889, -120.5197222)
 (41.85861111, -120.69333329999999)]",1,23,0,151594,41.96027778,-120.6547222,NA,"(41.96027778, -120.65472220000001)"
3291,2002_CA-NOD-2085_HORSE COMPLEX,CA-NOD-2085,HORSE COMPLEX,WF,1580,L,TRUE,2002-07-12T00:00:00Z,193,2002-07-15 18:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,Lassen,40.62,-120.556667,13 MILES NORTH OF SUSANVILLE,CA,1130000,2002,NA,0,0,0,0,0,0,NA,NA,2002-07-17T18:00:00Z,NA,10,NA,3,1,2,20,2094,12,2002-07-13T19:00:00Z,194,396,2002-07-14T18:00:00Z,195,2002-07-14T18:00:00Z,195,500,2002-07-13T19:00:00Z,194,2,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[325681, 325682]",2,['CA4061112052020020712-BLACK'],193,197,['Natural'],1580,"[{'ID': 325681, 'COORDS': (40.6077, -120.5071), 'CAUSE': 'Natural', 'SIZE': 70.0, 'DISC': 193, 'CONT': 196.0}, {'ID': 325682, 'MTBS_ID': 'CA4061112052020020712(BLACK)', 'COORDS': (40.61846, -120.54688999999999), 'CAUSE': 'Natural', 'SIZE': 1510.0, 'DISC': 193, 'CONT': 197.0}]","[(40.6077, -120.5071) (40.61846, -120.54688999999999)]",1,2,1,325682,40.61846,-120.54689,CA4061112052020020712(BLACK),"(40.61846, -120.54688999999999)"
3372,2002_CA-TCU-00009171_SOURGRASS COMPLEX,CA-TCU-00009171,SOURGRASS COMPLEX,WF,799,H,TRUE,2002-11-21T10:00:00Z,325,2002-11-30 18:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,CALAVERAS,38.583333,-120.424722,10 MILES EAST OF ARNOLD ON HWY 4,CA,845000,2002,NA,0,0,0,0,0,0,NA,NA,2002-12-02T00:00:00Z,NA,10,NA,NA,NA,NA,8,3933,1,2002-11-26T06:00:00Z,330,678,2002-11-26T06:00:00Z,330,2002-11-28T19:00:00Z,332,275,2002-11-26T06:00:00Z,330,7,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,[154193],1,NA,329,335,['Debris and open burning'],808,"[{'ID': 154193, 'COORDS': (38.34166667, -120.21833329999998), 'CAUSE': 'Debris and open burning', 'SIZE': 808.0, 'DISC': 329, 'CONT': 335.0}]","[(38.34166667, -120.21833329999998)]",1,1,0,154193,38.34166667,-120.21833329999998,NA,"(38.34166667, -120.21833329999998)"
3397,2002_CA-YNP-1935_WOLF COMPLEX,CA-YNP-1935,WOLF COMPLEX,WFU,2109,L,TRUE,2002-07-11T16:30:00Z,192,2002-11-08 18:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,TUOLUMNE,37.87,-119.67,NEAR THE WHITE WOLF LODGE AND CAMPGROUND,CA,389000,2002,NA,0,0,0,0,0,0,NA,NA,2002-11-14T15:15:00Z,NA,9,NA,39,4,5,NA,200,NA,2002-08-17T00:00:00Z,229,37,2002-08-17T00:00:00Z,229,2002-10-31T14:45:00Z,304,53.4,2002-08-23T18:00:00Z,235,112,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,[366301],1,['CA3787411965320020711-WOLF'],192,NA,['Natural'],2108,"[{'ID': 366301, 'MTBS_ID': 'CA3787411965320020711(WOLF)', 'COORDS': (37.871, -119.6791), 'CAUSE': 'Natural', 'SIZE': 2108.0, 'DISC': 192, 'CONT': 'unknown'}]","[(37.871, -119.6791)]",1,1,1,366301,37.871,-119.6791,CA3787411965320020711(WOLF),"(37.871, -119.6791)"
3411,2002_CO-DOD-0368_PINYON CANYON COMPLEX,CO-DOD-0368,PINYON CANYON COMPLEX,WF,3090,L,TRUE,2002-06-02T14:00:00Z,153,2002-06-05 17:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,LAS ANIMAS,37.609167,-103.724722,SOUTH OF KIM  COLORADO,CO,85000,2002,NA,0,0,0,0,0,0,NA,NA,2002-06-04T08:00:00Z,NA,2,NA,2,NA,NA,4,327,2,2002-06-03T16:30:00Z,154,216,2002-06-03T16:30:00Z,154,2002-06-04T08:00:00Z,155,2300,2002-06-03T16:30:00Z,154,2,"[nan, nan]",NA,NA,0,[15001332],1,NA,153,NA,['Natural'],3090,"[{'ID': 15001332, 'COORDS': (37.609167, -103.724722), 'CAUSE': 'Natural', 'SIZE': 3090.0, 'DISC': 153, 'CONT': 'unknown'}]","[(37.609167, -103.724722)]",1,1,0,15001332,37.609167,-103.724722,NA,"(37.609167, -103.724722)"
3415,2002_CO-GJD-281_MIRACLE COMPLEX,CO-GJD-281,MIRACLE COMPLEX,WF,3951,L,TRUE,2002-06-08T00:00:00Z,159,2002-06-18 18:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,Garfield,39.204167,-108.811111,Long-20 mi NW of GJT/Dierich-18 mi SW of GJT,CO,1700000,2002,NA,0,0,0,0,0,0,NA,NA,2002-06-19T17:20:00Z,NA,13,NA,250,1,200,8,1603,3,2002-06-14T17:00:00Z,165,374,2002-06-13T17:00:00Z,164,2002-06-12T17:00:00Z,163,1400,2002-06-11T17:00:00Z,162,4,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[331822, 331825]",2,"['CO3944610891020020608-LONG CANYON'
 'CO3896410883020020608-MIRACLE COMPLEX']",159,179,['Natural' 'Missing data/not specified/undetermined'],3951,"[{'ID': 331822, 'MTBS_ID': 'CO3944610891020020608(LONG CANYON)', 'COORDS': (39.4694, -108.90700000000001), 'CAUSE': 'Natural', 'SIZE': 1418.0, 'DISC': 159, 'CONT': 179.0}, {'ID': 331825, 'MTBS_ID': 'CO3896410883020020608(MIRACLE COMPLEX)', 'COORDS': (38.9339, -108.9507), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 2533.0, 'DISC': 160, 'CONT': 179.0}]","[(39.4694, -108.90700000000001) (38.9339, -108.9507)]",2,2,2,331825,38.9339,-108.9507,CO3896410883020020608(MIRACLE COMPLEX),"(38.9339, -108.9507)"
3418,2002_CO-GMF-022_BUCKTAIL COMPLEX,CO-GMF-022,BUCKTAIL COMPLEX,WF,3633,L,TRUE,2002-05-20T10:30:00Z,140,2002-05-27 20:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,MONTROSE,38.349167,-108.439722,5 MILES NORTHEAST OF NUCLA,CO,1025000,2002,NA,0,0,0,0,0,0,NA,NA,2002-05-28T18:45:00Z,NA,9,NA,3,NA,1,13,2088,3,2002-05-23T18:32:00Z,143,374,2002-05-24T18:30:00Z,144,2002-05-23T18:32:00Z,143,1620,2002-05-22T18:30:00Z,142,3,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[155705, 155706, 155714, 155715]",4,['CO3839310848720020520-47' 'CO3835010842420020520-BUCKTAIL'],140,151,['Natural'],3667.4,"[{'ID': 155705, 'COORDS': (38.23777778, -108.34805559999998), 'CAUSE': 'Natural', 'SIZE': 2.0, 'DISC': 140, 'CONT': 140.0}, {'ID': 155706, 'COORDS': (38.20583333, -108.27916670000002), 'CAUSE': 'Natural', 'SIZE': 12.4, 'DISC': 140, 'CONT': 141.0}, {'ID': 155714, 'MTBS_ID': 'CO3839310848720020520(47)', 'COORDS': (38.425, -108.49944440000002), 'CAUSE': 'Natural', 'SIZE': 1409.0, 'DISC': 140, 'CONT': 150.0}, {'ID': 155715, 'MTBS_ID': 'CO3835010842420020520(BUCKTAIL)', 'COORDS': (38.34916667, -108.4397222), 'CAUSE': 'Natural', 'SIZE': 2244.0, 'DISC': 140, 'CONT': 151.0}]","[(38.23777778, -108.34805559999998) (38.20583333, -108.27916670000002)
 (38.425, -108.49944440000002) (38.34916667, -108.4397222)]",1,4,2,155715,38.34916667,-108.4397222,CO3835010842420020520(BUCKTAIL),"(38.34916667, -108.4397222)"
3429,2002_CO-PBX-0375_TRINIDAD COMPLEX,CO-PBX-0375,TRINIDAD COMPLEX,WF,33000,L,TRUE,2002-06-02T15:00:00Z,153,2002-06-14 18:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,LAS ANIMAS,37.044167,-104.993333,SPRING: 8 MILES S OF STONE WALL & FISHER OR JAMES  JOHN:  9 MILES SE OF TRINIDAD,CO,2600000,2002,NA,0,0,0,0,0,0,NA,NA,2002-06-16T00:00:00Z,NA,15,NA,275,25,250,15,3494,2,2002-06-09T18:00:00Z,160,342,2002-06-08T16:59:00Z,159,2002-06-12T00:00:00Z,163,12000,2002-06-02T19:57:00Z,153,10,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,[1301194],1,['CO3706610439820020601-JAMES AND JOHN'],153,NA,['Natural'],33000,"[{'ID': 1301194, 'MTBS_ID': 'CO3706610439820020601(JAMES AND JOHN)', 'COORDS': (37.044167, -104.993333), 'CAUSE': 'Natural', 'SIZE': 33000.0, 'DISC': 153, 'CONT': 'unknown'}]","[(37.044167, -104.993333)]",1,1,1,1301194,37.044167,-104.993333,CO3706610439820020601(JAMES AND JOHN),"(37.044167, -104.993333)"
3432,2002_CO-PBX-332_EL PASO COUNTY COMPLEX,CO-PBX-332,EL PASO COUNTY COMPLEX,WF,6000,L,TRUE,2002-05-31T13:05:00Z,151,NA,0,NA,NA,NA,0,NA,NA,NA,NA,EL PASO COUNTY,38.68333300000001,-104.233333,ENTIRE COUNTY,CO,NA,2002,NA,0,0,0,4,0,0,NA,NA,2002-06-01T19:00:00Z,NA,2,NA,20,NA,NA,NA,NA,NA,2002-05-31T21:50:00Z,151,NA,2002-05-31T21:50:00Z,151,2002-05-31T21:50:00Z,151,6000,2002-05-31T21:50:00Z,151,0,"[nan, nan]",NA,NA,0,[1301210],1,['CO3871610435320020608-UNNAMED'],151,NA,['Natural'],6000,"[{'ID': 1301210, 'MTBS_ID': 'CO3871610435320020608(UNNAMED)', 'COORDS': (38.683333000000005, -104.233333), 'CAUSE': 'Natural', 'SIZE': 6000.0, 'DISC': 151, 'CONT': 'unknown'}]","[(38.683333000000005, -104.233333)]",1,1,1,1301210,38.683333000000005,-104.233333,CO3871610435320020608(UNNAMED),"(38.683333000000005, -104.233333)"
3433,2002_CO-PBX-338_LINCOLN COUNTY COMPLEX,CO-PBX-338,LINCOLN COUNTY COMPLEX,WF,10000,L,TRUE,2002-05-31T19:00:00Z,151,NA,0,NA,NA,NA,0,NA,NA,NA,NA,LINCOLN,38.716667,-103.783333,ENTIRE COUNTY,CO,NA,2002,NA,0,0,0,4,0,2,NA,NA,2002-06-01T21:00:00Z,NA,2,NA,10,NA,10,NA,NA,NA,2002-05-31T21:40:00Z,151,NA,2002-05-31T21:40:00Z,151,2002-06-01T21:00:00Z,152,5200,2002-06-01T21:00:00Z,152,1,"[nan, nan]",NA,NA,0,[1301208],1,NA,151,152,['Natural'],10000,"[{'ID': 1301208, 'COORDS': (38.716667, -103.783333), 'CAUSE': 'Natural', 'SIZE': 10000.0, 'DISC': 151, 'CONT': 152.0}]","[(38.716667, -103.783333)]",1,1,0,1301208,38.716667,-103.783333,NA,"(38.716667, -103.783333)"
3447,2002_CO-RGF-0385_RIO GRANDE COMPLEX,CO-RGF-0385,RIO GRANDE COMPLEX,WF,195,L,TRUE,2002-06-04T11:00:00Z,155,NA,0,NA,NA,NA,0,H,TRUE,NA,NA,"Saguache, Mineral",37.87416667,-106.4297222,RG Forest,CO,630000,2002,NA,0,0,0,0,0,0,NA,NA,2002-06-08T17:00:00Z,NA,4,NA,4,NA,4,5,506,3,2002-06-06T00:00:00Z,157,259,2002-06-06T00:00:00Z,157,2002-06-06T00:00:00Z,157,100,2002-06-04T19:30:00Z,155,2,"[nan, nan, nan, nan]",NA,NA,0,"[156787, 156790, 156796]",3,NA,142,158,['Natural'],193.7,"[{'ID': 156787, 'COORDS': (38.19333333, -106.1936111), 'CAUSE': 'Natural', 'SIZE': 14.2, 'DISC': 142, 'CONT': 144.0}, {'ID': 156790, 'COORDS': (38.12916667, -106.55055559999998), 'CAUSE': 'Natural', 'SIZE': 0.5, 'DISC': 155, 'CONT': 156.0}, {'ID': 156796, 'COORDS': (37.87416667, -106.4297222), 'CAUSE': 'Natural', 'SIZE': 179.0, 'DISC': 155, 'CONT': 158.0}]","[(38.19333333, -106.1936111) (38.12916667, -106.55055559999998)
 (37.87416667, -106.4297222)]",1,3,0,156796,37.87416667,-106.4297222,NA,"(37.87416667, -106.4297222)"
3449,2002_CO-RTF-373_LOST GREEN COMPLEX,CO-RTF-316,LOST LAKES,WFU,5538,L,TRUE,2002-07-08T14:00:00Z,189,NA,0,NA,NA,NA,0,NA,NA,NA,NA,"Garfield, Rio Blanco",40.091944,-107.223333,34 miles southwest of Steamboat Ssprings,CO,285000,2002,NA,0,0,0,0,0,0,NA,NA,2002-12-19T15:00:00Z,NA,72,NA,2000,10,2000,90,6664,6,2002-08-25T18:00:00Z,237,407,2002-08-24T18:00:00Z,236,2002-09-08T18:00:00Z,251,2250,2002-07-15T19:00:00Z,196,62,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[151663, 151680]",2,['CO4008910718920020713-LOST LAKES' 'CO4029910667420020714-GREEN CREEK'],194,276,['Natural'],9938,"[{'ID': 151663, 'MTBS_ID': 'CO4008910718920020713(LOST LAKES)', 'COORDS': (40.09805556, -107.2277778), 'CAUSE': 'Natural', 'SIZE': 5538.0, 'DISC': 194, 'CONT': 'unknown'}, {'ID': 151680, 'MTBS_ID': 'CO4029910667420020714(GREEN CREEK)', 'COORDS': (40.30833333, -106.69166670000001), 'CAUSE': 'Natural', 'SIZE': 4400.0, 'DISC': 195, 'CONT': 276.0}]","[(40.09805556, -107.2277778) (40.30833333, -106.69166670000001)]",1,2,2,151663,40.09805556,-107.2277778,CO4008910718920020713(LOST LAKES),"(40.09805556, -107.2277778)"
3450,2002_CO-RTF-509_MT ZIRKEL COMPLEX,CO-RTF-509,MT ZIRKEL COMPLEX,WF,31016,L,TRUE,2002-07-12T13:35:00Z,224,2002-09-25 18:00:00,0,NA,NA,NA,0,NA,NA,NA,NA,Routt,40.708333,-106.778611,25 miles North of Steamboat Springs  CO.,CO,13330000,2002,NA,0,0,0,0,0,0,NA,NA,2002-09-26T18:00:00Z,NA,50,NA,59,5,47,226,19079,10,2002-08-24T18:00:00Z,236,933,2002-09-01T18:00:00Z,244,2002-08-19T18:00:00Z,231,9000,2002-08-19T18:00:00Z,231,7,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[151665, 151679]",2,"['CO4070610669220020812-MT. ZIRKEL COMPLEX (BURN RIDGE)'
 'CO4081110676120020712-MT. ZIRKEL COMPLEX (HINMAN)']",193,276,['Natural'],31255,"[{'ID': 151665, 'MTBS_ID': 'CO4070610669220020812(MT. ZIRKEL COMPLEX (BURN RIDGE))', 'COORDS': (40.70833333, -106.7813889), 'CAUSE': 'Natural', 'SIZE': 14403.0, 'DISC': 224, 'CONT': 276.0}, {'ID': 151679, 'MTBS_ID': 'CO4081110676120020712(MT. ZIRKEL COMPLEX (HINMAN))', 'COORDS': (40.81472222, -106.81444440000001), 'CAUSE': 'Natural', 'SIZE': 16852.0, 'DISC': 193, 'CONT': 276.0}]","[(40.70833333, -106.7813889) (40.81472222, -106.81444440000001)]",1,2,2,151679,40.81472222,-106.8144444,CO4081110676120020712(MT. ZIRKEL COMPLEX (HINMAN)),"(40.81472222, -106.81444440000001)"
